epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.69921875,0.6859261989593506,0.640625,0.6815420985221863,9.999999747378752e-05
2,0.7421875,0.6693366765975952,0.640625,0.6607285737991333,9.999999747378752e-05
3,0.78515625,0.6004310846328735,0.640625,0.6434639096260071,9.999999747378752e-05
